Timestamp,Response Rate,Ramen Tatsu-Ya,Sway Thai,Yellow Jacket Social Club,Rudy's Country Store & Bar-B-Q,Pete's Dueling Piano Bar,The Red Room Lounge,Craft Pride,Little Deli & Pizzeria,Firehouse Lounge and Hostel,Eddie V's Edgewater Grill,Whisler's,The Tigress Pub,Skylark Lounge,Draught House Pub & Brewery,Ginny's Little Longhorn Saloon,Epoch,Caffé Medici,Hotel San Jose Lounge,Midnight Cowboy Modeling,Lala's Little Nugget,la Barbecue,Turf N' Surf Po Boy,Vintage Heart Coffee,Bar Congress,Irie Bean Coffee Bar,Mean-Eyed Cat,Opa Coffee & Wine Bar,Wink,Saxon Pub,Brass House,Antone's,The Butterfly Bar Austin,Fricano's Deli,Once Over Coffee Bar,The Mohawk,Barley Swine,Texas Honey Ham Company,Kung Fu Saloon,Fabi + Rosi,Pinthouse Pizza,South Congress Cafe,Chez Nous,Magnolia Cafe,Banger's Sausage House & Beer Garden,One-2-One Bar,Fonda San Miguel,Perla's Seafood and Oyster Bar,Genuine Joe,Pieous,Halcyon,B. D. Riley's Irish Pub,East Side Pies,Fleming's Prime Steakhouse & Wine Bar,Chi'Lantro,Casa De Luz,G'Raj Mahal,Odd Duck,Eastside Cafe,Easy Tiger,Patika Coffee,Bar Ilegal,Hey!... You Gonna Eat or What?,Texas Coffe Traders,Casino El Camino,Sonora Hot Dogs,Third Coast Coffee Roasting Company,Kick Butt Coffee,The Hideout Theatre,Whole Foods,Donut 7,What did I miss?,Your name
11/12/2014 9:20:59,100.00%,Yes,Never heard of it / Never been there,No,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,No,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Yes,Never heard of it / Never been there,,
11/12/2014 9:27:35,100.00%,Yes,Never heard of it / Never been there,Never heard of it / Never been there,No,No,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,No,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,No,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,,me myself and I
11/12/2014 9:28:25,100.00%,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Bartletts,Aaryn
11/12/2014 9:31:50,100.00%,Yes,Yes,Yes,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Yes,No,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never heard of it / Never been there,No,No,No,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,No,Yes,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Yes,No,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,"Sawyer and Co, Dai Due, Foreign and Domestic, Las Cazuelas",Jessica Eley
11/12/2014 9:31:57,100.00%,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Yes,Yes,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,No,Never heard of it / Never been there,,Maia
11/12/2014 9:34:03,100.00%,Never heard of it / Never been there,No,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,No,Yes,Never heard of it / Never been there,Never heard of it / Never been there,No,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,No,No,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,The Steeping Room,Jennifer Sturley
11/12/2014 9:37:35,97.14%,Never heard of it / Never been there,Yes,No,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Yes,Yes,No,No,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,No,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,,
11/12/2014 9:39:48,100.00%,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,,RS
11/12/2014 9:39:59,100.00%,Yes,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,,
11/12/2014 9:40:05,98.57%,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,No,Yes,Never heard of it / Never been there,No,,Never heard of it / Never been there,Never heard of it / Never been there,No,No,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,No,Never heard of it / Never been there,,jimmy
11/12/2014 9:41:58,100.00%,Yes,Yes,Yes,No,No,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,No,Yes,Yes,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Yes,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,No,Yes,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,No,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,No,Yes,Never heard of it / Never been there,Yes,No,Yes,Yes,Yes,Yes,Never heard of it / Never been there,No,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,,
11/12/2014 9:43:11,98.57%,Yes,Never heard of it / Never been there,Never heard of it / Never been there,No,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Evangeline's,jburgi
11/12/2014 9:44:50,100.00%,Yes,Yes,Yes,Yes,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,,Monica Martinez
11/12/2014 9:49:03,100.00%,Yes,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Casino El Camino,Ismael
11/12/2014 9:52:00,98.57%,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Hopdoddy,
11/12/2014 9:55:44,100.00%,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Yes,Yes,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,,Adam G.
11/12/2014 10:00:28,100.00%,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,No,Never heard of it / Never been there,No,No,Yes,Yes,No,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Yes,Yes,No,Never heard of it / Never been there,Yes,Yes,Yes,Yes,Never heard of it / Never been there,No,No,Yes,Yes,Yes,Never heard of it / Never been there,Yes,Yes,Yes,Yes,Yes,No,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never heard of it / Never been there,Yes,Yes,Yes,Yes,Never heard of it / Never been there,,bradenramirez@gmail.com
11/12/2014 10:02:00,100.00%,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,,Andrew G
11/12/2014 10:02:05,100.00%,Never heard of it / Never been there,Never heard of it / Never been there,Yes,No,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,No,No,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Yes,Yes,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Never heard of it / Never been there,Yes,Never heard of it / Never been there,"Foreign & Domestic, Asti, Sao Paolo",
